system:index,system:index,Oa18_radiance,Oa20_radiance,Oa21_radiance,PRODUCT_ID,SNAP_Graph_Processing_Framework_GPF_vers,SNAP_Raster_Operators_vers,brightPixelsPercent,chla,coastalPixelsPercent,cosmeticPixelsPercent,cycle_num,dubiousSamplesPercent,duplicatedPixelsPercent,freshInlandWaterPixelsPercent,groundTrackDirection,invalidPixelsPercent,ndci,orbitNumber,processing_facility_country,processing_facility_name,processing_facility_organisation,processing_facility_site,processing_hardware,processing_software_name,processing_software_version,processing_time,product,productQuality,relative_orbit_num,salineWaterPixelsPercent,saturatedPixelsPercent,sp,spacecraft,status,system:asset_size,system:band_names,system:bands,system:footprint,system:id,system:time_end,system:time_start,system:version,tidalRegionPixelsPercent,timeliness,turbidity,.geo
S3A_20171224T014557_20171224T014857,S3A_20221224T014557_20221224T014858,114.7883109,78.60478398,38.74866741,S3A_OL_1_EFR____20221224T014557_20221224T014857_20221225T021841_0179_093_288_2700_PS1_O_NT_003,8.0.3,8.0.3,79,255.4192688,0,0,93,1,22,0,descending,4,-0.398468591,35681,,,,,OPE,PUG,3.45,1.67E+12,OL_1_EFR___,PASSED,288,87,2.61E-04,0.206324051,S3A,permanent,482178142,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(129.4698786184776,11.134382050925643, 129.50881703979,12.762251616592435, 129.60422237067942,16.01694292531794, 129.72441713504415,19.26994625548689, 129.7945848532004,20.898549224660517, 122.39943242806542,21.033198089776903, 115.01556785872836,20.846874927030342, 115.13577276817888,18.411681077182593, 115.20611671312582,16.78939694962431, 115.2690750549347,15.166600709818146, 115.3249213093894,13.543344226249028, 115.37389380162566,11.919678554133885, 115.41619833052711,10.295653917694306, 115.46758243631547,7.85620479306483, 129.40866297737804,7.874962517962435, 129.43655613141854,9.506220790594378, 129.4698786184776,11.134382050925643)",COPERNICUS/S3/OLCI/S3A_20221224T014557_20221224T014857,1.67E+12,1.67E+12,1.67E+15,1,NT,10.48703226,"{""type"":""Polygon"",""coordinates"":[[[129.4698786184776,11.134382050925643],[129.50881703979,12.762251616592433],[129.60422237067942,16.01694292531794],[129.72441713504415,19.26994625548689],[129.7945848532004,20.898549224660517],[122.39943242806542,21.033198089776903],[115.01556785872836,20.846874927030342],[115.13577276817888,18.41168107718259],[115.20611671312582,16.789396949624308],[115.2690750549347,15.166600709818143],[115.3249213093894,13.543344226249028],[115.37389380162568,11.919678554133887],[115.41619833052714,10.295653917694306],[115.46758243631547,7.85620479306483],[129.40866297737804,7.874962517962435],[129.43655613141854,9.506220790594378],[129.4698786184776,11.134382050925643]]]}"
S3A_20171227T020823_20171227T021123,S3A_20221227T020823_20221227T021124,80.10755703,58.20491689,32.31278267,S3A_OL_1_EFR____20221227T020823_20221227T021123_20221228T024111_0179_093_331_2700_PS1_O_NT_003,8.0.3,8.0.3,67,170.758434,0,0,93,0,22,0,descending,4,-0.339670183,35724,,,,,OPE,PUG,3.45,1.67E+12,OL_1_EFR___,PASSED,331,92,8.60E-05,0.215430355,S3A,permanent,465640795,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(123.84750792178619,11.126841074616413, 123.88862179211024,12.751319606521342, 123.98932950451886,15.999183023652215, 124.1161670422452,19.245282515964902, 124.19019836398112,20.870395378593084, 116.80704915989317,21.022183996442394, 109.42751889254387,20.853819060543962, 109.50539789711564,19.230098034816645, 109.57568558920639,17.608657656843008, 109.63883404877956,15.986706694277538, 109.69512030114626,14.364294328488, 109.74478663947963,12.7414688969253, 109.78804307896067,11.11827848291805, 109.82507010117196,9.494770236271746, 109.85607419506448,7.868146007740668, 123.78284817091364,7.874170832846882, 123.81231551132778,9.502058235142796, 123.84750792178619,11.126841074616413)",COPERNICUS/S3/OLCI/S3A_20221227T020823_20221227T021123,1.67E+12,1.67E+12,1.67E+15,0,NT,8.722435349,"{""type"":""Polygon"",""coordinates"":[[[123.84750792178619,11.126841074616413],[123.88862179211024,12.751319606521342],[123.98932950451886,15.999183023652211],[124.1161670422452,19.245282515964902],[124.19019836398112,20.870395378593084],[116.80704915989317,21.022183996442394],[109.42751889254387,20.853819060543962],[109.50539789711566,19.230098034816645],[109.57568558920639,17.608657656843008],[109.63883404877956,15.986706694277538],[109.69512030114626,14.364294328488],[109.74478663947963,12.7414688969253],[109.78804307896068,11.118278482918052],[109.82507010117196,9.494770236271746],[109.85607419506448,7.868146007740668],[123.78284817091364,7.874170832846883],[123.81231551132778,9.502058235142798],[123.84750792178619,11.126841074616413]]]}"
S3A_20171228T014212_20171228T014512,S3A_20221228T014212_20221228T014513,93.69782781,69.57424495,43.91068913,S3A_OL_1_EFR____20221228T014212_20221228T014512_20221229T021344_0179_093_345_2700_PS1_O_NT_003,8.0.3,8.0.3,69,265.7855429,0,0,93,2,22,0,descending,4,-0.342896641,35738,,,,,OPE,PUG,3.45,1.67E+12,OL_1_EFR___,PASSED,345,87,6.56E-04,0.228061173,S3A,permanent,432132419,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(116.33499665746521,11.131879544003546, 116.36921458132653,9.509415086356311, 116.39787698179431,7.8838562136892145, 130.30573515809806,7.872122070073549, 130.3554971252902,10.305258946867779, 130.39643569318733,11.925092144123633, 130.4438062825832,13.544578474194875, 130.49780697885797,15.163669479119315, 130.55866709102972,16.782316204102433, 130.62664963099618,18.400469076490452, 130.7427877639564,20.82949847099333, 123.37593503012287,21.00510405452449, 116.00205608716371,20.8617269674403, 116.0739590155604,19.238869723358654, 116.19717242186991,15.99731708128874, 116.29503264839785,12.754047278366867, 116.33499665746521,11.131879544003546)",COPERNICUS/S3/OLCI/S3A_20221228T014212_20221228T014512,1.67E+12,1.67E+12,1.67E+15,1,NT,10.07318158,"{""type"":""Polygon"",""coordinates"":[[[116.33499665746521,11.131879544003546],[116.36921458132653,9.50941508635631],[116.39787698179431,7.8838562136892145],[130.30573515809806,7.872122070073549],[130.3554971252902,10.305258946867779],[130.39643569318733,11.925092144123631],[130.4438062825832,13.544578474194875],[130.49780697885797,15.163669479119315],[130.55866709102972,16.782316204102433],[130.62664963099618,18.400469076490452],[130.7427877639564,20.82949847099333],[123.37593503012287,21.00510405452449],[116.00205608716374,20.861726967440305],[116.0739590155604,19.23886972335865],[116.19717242186991,15.997317081288736],[116.29503264839785,12.754047278366867],[116.33499665746521,11.131879544003546]]]}"
S3B_20170101T020246_20170101T020546,S3B_20220101T020246_20220101T020547,49.92854347,33.06177769,14.51006595,S3B_OL_1_EFR____20220101T020246_20220101T020546_20220102T061532_0179_061_060_2700_LN1_O_NT_002,8.0.3,8.0.3,38,287.6934882,0,0,61,0,22,0,descending,4,-0.419724637,19197,EU,Land OLCI Processing and Archiving Centre [LN1],European Space Agency,Cloud Service Provider,OPE,PUG,3.39,1.64E+12,OL_1_EFR___,PASSED,60,90,1.00E-06,0.254323226,S3B,permanent,454565149,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(111.19055055686466,11.163962080709716, 111.22040557858129,9.543396735145516, 111.2454331996781,7.919767747470054, 125.12161141404772,7.880270827937404, 125.1767551418211,10.301868230637824, 125.22207730330219,11.91397668889895, 125.27448968720716,13.525703797411788, 125.33420917909984,15.136995997829493, 125.40148654899868,16.74779883461946, 125.47660954939076,18.35805684738817, 125.60489112504663,20.775127926136825, 118.2644540578281,20.987707480367973, 110.900494945107,20.88320915665573, 110.96310329343899,19.262000384989456, 111.07042058302947,16.023898655753197, 111.15570203656044,12.784260064793761, 111.19055055686466,11.163962080709716)",COPERNICUS/S3/OLCI/S3B_20220101T020246_20220101T020546,1.64E+12,1.64E+12,1.64E+15,1,NT,12.3945275,"{""type"":""Polygon"",""coordinates"":[[[111.19055055686468,11.163962080709716],[111.2204055785813,9.543396735145516],[111.24543319967812,7.919767747470054],[125.12161141404772,7.880270827937404],[125.1767551418211,10.301868230637826],[125.22207730330219,11.91397668889895],[125.27448968720716,13.525703797411788],[125.33420917909984,15.136995997829493],[125.40148654899868,16.74779883461946],[125.47660954939076,18.35805684738817],[125.60489112504663,20.775127926136825],[118.2644540578281,20.98770748036798],[110.900494945107,20.88320915665573],[110.96310329343899,19.262000384989456],[111.07042058302949,16.023898655753197],[111.15570203656044,12.784260064793763],[111.19055055686468,11.163962080709716]]]}"
S3B_20170102T013635_20170102T013935,S3B_20220102T013635_20220102T013936,75.26143721,56.35893306,34.33894639,S3B_OL_1_EFR____20220102T013635_20220102T013935_20220103T054217_0180_061_074_2700_LN1_O_NT_002,8.0.3,8.0.3,55,138.9683278,0,0,61,0,22,0,descending,4,-0.315322008,19211,EU,Land OLCI Processing and Archiving Centre [LN1],European Space Agency,Cloud Service Provider,OPE,PUG,3.39,1.64E+12,OL_1_EFR___,PASSED,74,88,4.00E-06,0.229189088,S3B,permanent,432051722,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(117.73695337863225,11.17536372381132, 117.76400179026015,9.555589837008004, 117.78668330172412,7.932769643998932, 131.64322647744666,7.875581028627356, 131.70175011107992,10.290480574896243, 131.74983175265453,11.898101363224688, 131.80542195899812,13.505317020415916, 131.86874922768067,15.112070424944191, 131.94007801650108,16.718303290921096, 132.01971122697574,18.323956143761823, 132.15566643036678,20.734040059015616, 124.83197616104164,20.970037357733545, 117.47431175921588,20.890311348811235, 117.53099170151194,19.269752358829763, 117.62815755291615,16.033037147604723, 117.70538760437061,12.7948869179701, 117.73695337863225,11.17536372381132)",COPERNICUS/S3/OLCI/S3B_20220102T013635_20220102T013935,1.64E+12,1.64E+12,1.64E+15,1,NT,8.359303161,"{""type"":""Polygon"",""coordinates"":[[[117.73695337863225,11.175363723811317],[117.76400179026015,9.555589837008004],[117.78668330172415,7.932769643998932],[131.64322647744666,7.875581028627356],[131.70175011107992,10.290480574896243],[131.74983175265453,11.898101363224688],[131.80542195899812,13.505317020415918],[131.86874922768067,15.112070424944188],[131.94007801650108,16.718303290921092],[132.01971122697574,18.323956143761826],[132.1556664303668,20.73404005901562],[124.83197616104164,20.970037357733545],[117.47431175921591,20.890311348811235],[117.53099170151194,19.269752358829763],[117.62815755291615,16.033037147604723],[117.70538760437064,12.7948869179701],[117.73695337863225,11.175363723811317]]]}"
S3B_20170105T015901_20170105T020201,S3B_20220105T015901_20220105T020202,53.58967841,37.93082031,19.6565157,S3B_OL_1_EFR____20220105T015901_20220105T020201_20220105T034245_0179_061_117_2700_LN1_O_NR_002,8.0.3,8.0.3,42,280.5701808,0,0,61,0,22,0,descending,4,-0.36980043,19254,EU,Land OLCI Processing and Archiving Centre [LN1],European Space Agency,Cloud Service Provider,OPE,PUG,3.39,1.64E+12,OL_1_EFR___,PASSED,117,89,1.00E-06,0.227151622,S3B,provisional,443352999,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(112.12808384391394,11.188116800071858, 112.15313885260565,9.56865942588616, 112.17415410752939,7.946167072911212, 126.01680317504125,7.876288774670396, 126.07777689201178,10.28678408385007, 126.12785505877557,11.891451348807433, 126.18574219351899,13.49569535549046, 126.25167524211575,15.099456150617527, 126.32592819001556,16.702672619234605, 126.40881507692963,18.305282205942465, 126.55030335286523,20.710741070437575, 119.23832096101209,20.96350849862933, 111.88491390588987,20.90145479243422, 111.93738330141886,19.281120940325305, 112.02733878136263,16.04491222664812, 112.0988499603753,12.807334192686897, 112.12808384391394,11.188116800071858)",COPERNICUS/S3/OLCI/S3B_20220105T015901_20220105T020201,1.64E+12,1.64E+12,1.64E+15,1,NR,10.71621816,"{""type"":""Polygon"",""coordinates"":[[[112.12808384391394,11.188116800071858],[112.15313885260566,9.56865942588616],[112.1741541075294,7.946167072911212],[126.01680317504125,7.876288774670396],[126.07777689201178,10.286784083850073],[126.12785505877557,11.891451348807433],[126.18574219351899,13.49569535549046],[126.25167524211575,15.099456150617526],[126.32592819001556,16.702672619234605],[126.40881507692963,18.30528220594247],[126.55030335286523,20.710741070437575],[119.23832096101212,20.96350849862933],[111.88491390588987,20.901454792434222],[111.93738330141886,19.2811209403253],[112.02733878136264,16.04491222664812],[112.0988499603753,12.807334192686897],[112.12808384391394,11.188116800071858]]]}"
S3B_20170106T013250_20170106T013550,S3B_20220106T013250_20220106T013551,39.05750284,25.93487074,11.62554895,S3B_OL_1_EFR____20220106T013250_20220106T013550_20220106T031614_0179_061_131_2700_LN1_O_NR_002,8.0.3,8.0.3,28,389.9682533,0,0,61,0,22,0,descending,4,-0.430533618,19268,EU,Land OLCI Processing and Archiving Centre [LN1],European Space Agency,Cloud Service Provider,OPE,PUG,3.39,1.64E+12,OL_1_EFR___,PASSED,131,88,0,0.277046914,S3B,provisional,400451171,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(118.67449307209374,11.19918628396968, 118.69673441813916,9.581021686124185, 118.71539628924428,7.9598369036746215, 132.53733220119372,7.872312515869305, 132.60163802472584,10.275427977734227, 132.65442926136424,11.875150674903441, 132.7154355913335,13.47442425126283, 132.78490493518504,15.073184932657183, 132.86312404377247,16.67136756407104, 132.9504211155862,18.26890522706133, 133.09940306789855,20.66667075907534, 125.80496141217866,20.942541573664037, 118.45877823900103,20.905144032843165, 118.50531202806664,19.28598464867805, 118.58510230247097,16.052196823600365, 118.64854874022618,12.817124992842459, 118.67449307209374,11.19918628396968)",COPERNICUS/S3/OLCI/S3B_20220106T013250_20220106T013550,1.64E+12,1.64E+12,1.64E+15,1,NR,13.35172464,"{""type"":""Polygon"",""coordinates"":[[[118.67449307209374,11.19918628396968],[118.69673441813916,9.581021686124187],[118.71539628924428,7.9598369036746215],[132.53733220119372,7.872312515869303],[132.60163802472584,10.275427977734225],[132.65442926136424,11.875150674903441],[132.7154355913335,13.474424251262828],[132.78490493518504,15.073184932657187],[132.86312404377247,16.67136756407104],[132.9504211155862,18.268905227061335],[133.09940306789855,20.666670759075338],[125.80496141217866,20.942541573664037],[118.45877823900103,20.90514403284316],[118.50531202806664,19.285984648678046],[118.58510230247097,16.052196823600365],[118.64854874022618,12.817124992842462],[118.67449307209374,11.19918628396968]]]}"
S3B_20170109T015516_20170109T015816,S3B_20220109T015516_20220109T015817,35.13920264,21.43333904,7.064179284,S3B_OL_1_EFR____20220109T015516_20220109T015816_20220109T033615_0179_061_174_2700_LN1_O_NR_002,8.0.3,8.0.3,21,500.0183116,0,0,61,0,22,0,descending,4,-0.484826862,19311,EU,Land OLCI Processing and Archiving Centre [LN1],European Space Agency,Cloud Service Provider,OPE,PUG,3.39,1.64E+12,OL_1_EFR___,PASSED,174,88,3.00E-06,0.291104811,S3B,provisional,382643634,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(127.21148386171967,11.20097585417778, 127.23723770306992,12.848260347717142, 127.30041910640973,16.14200186874606, 127.38013032701298,19.434422100364966, 127.426709824583,21.08292287715692, 119.96235880068731,21.113529577995944, 112.55592027741304,20.818911580617044, 112.71382426359295,18.380678252494196, 112.8061997970023,16.756111202122483, 112.88884976467662,15.130844871374144, 112.96213307585698,13.504953050414654, 113.02636234945273,11.878507510864322, 113.08180777653192,10.251578235666623, 113.14906957404257,7.807559239415087, 127.17106216974092,7.902877622051414, 127.18946717495537,9.553459967668669, 127.21148386171967,11.20097585417778)",COPERNICUS/S3/OLCI/S3B_20220109T015516_20220109T015816,1.64E+12,1.64E+12,1.64E+15,1,NR,16.23543231,"{""type"":""Polygon"",""coordinates"":[[[127.21148386171967,11.20097585417778],[127.23723770306992,12.848260347717142],[127.30041910640973,16.14200186874606],[127.38013032701298,19.43442210036497],[127.426709824583,21.082922877156925],[119.96235880068731,21.113529577995944],[112.55592027741305,20.81891158061705],[112.71382426359295,18.380678252494196],[112.8061997970023,16.756111202122487],[112.88884976467664,15.130844871374144],[112.962133075857,13.504953050414652],[113.02636234945273,11.878507510864324],[113.08180777653193,10.25157823566662],[113.14906957404257,7.807559239415087],[127.17106216974092,7.902877622051414],[127.18946717495537,9.553459967668669],[127.21148386171967,11.20097585417778]]]}"
S3B_20170110T012904_20170110T013204,S3B_20220110T012904_20220110T013205,25.15147294,14.92295278,4.96491315,S3B_OL_1_EFR____20220110T012904_20220110T013204_20220111T053607_0179_061_188_2700_LN1_O_NT_002,8.0.3,8.0.3,13,390.9072221,0,0,61,0,22,0,descending,4,-0.391175128,19325,EU,Land OLCI Processing and Archiving Centre [LN1],European Space Agency,Cloud Service Provider,OPE,PUG,3.39,1.64E+12,OL_1_EFR___,PASSED,188,90,2.00E-06,0.332547216,S3B,permanent,329220391,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(133.7385528965382,11.186427272678609, 133.76741514759408,12.828797909192453, 133.83819755880572,16.112669126651152, 133.9274641023503,19.395147864656696, 133.97961386958025,21.038639823524022, 126.53169411549543,21.093790376047846, 119.13066981410464,20.824651441375757, 119.27968634037784,18.3875967738174, 119.36687118572004,16.76388245611975, 119.44488461269295,15.139517706021088, 119.51406525251932,13.514570443468225, 119.57470839183351,11.88910708308514, 119.62706855598681,10.263192490993328, 119.69061069726584,7.82075083943691, 133.69323155018307,7.898128644739222, 133.71387169544568,9.543813452000691, 133.7385528965382,11.186427272678609)",COPERNICUS/S3/OLCI/S3B_20220110T012904_20220110T013204,1.64E+12,1.64E+12,1.64E+15,1,NT,13.50041322,"{""type"":""Polygon"",""coordinates"":[[[133.7385528965382,11.186427272678607],[133.76741514759408,12.828797909192454],[133.83819755880572,16.112669126651152],[133.9274641023503,19.395147864656696],[133.97961386958025,21.03863982352402],[126.53169411549543,21.093790376047842],[119.13066981410464,20.82465144137576],[119.27968634037786,18.3875967738174],[119.36687118572004,16.76388245611975],[119.44488461269297,15.139517706021088],[119.51406525251932,13.514570443468225],[119.57470839183351,11.88910708308514],[119.62706855598681,10.263192490993326],[119.69061069726584,7.820750839436908],[133.69323155018307,7.898128644739222],[133.71387169544568,9.543813452000691],[133.7385528965382,11.186427272678607]]]}"
S3B_20170112T021741_20170112T022041,S3B_20220112T021741_20220112T022042,34.23774688,24.08308646,11.14358499,S3B_OL_1_EFR____20220112T021741_20220112T022041_20220113T071852_0179_061_217_2700_LN1_O_NT_002,8.0.3,8.0.3,21,141.5528379,0,0,61,0,22,0,descending,4,-0.388663325,19354,EU,Land OLCI Processing and Archiving Centre [LN1],European Space Agency,Cloud Service Provider,OPE,PUG,3.39,1.64E+12,OL_1_EFR___,PASSED,217,90,0,0.304927446,S3B,permanent,370843167,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(121.5900635240004,11.193448390730598, 121.61805625701764,12.837023917562083, 121.68670887952125,16.12331767267803, 121.77329456632667,19.408239808256166, 121.82388038368471,21.052964669529217, 114.37112380809704,21.10121853851834, 106.96836545798492,20.824872562733223, 107.11988846695272,18.38774828744128, 107.20853951364005,16.763969157366567, 107.28786442652068,15.139526158310353, 107.35820772884946,13.514488819775169, 107.41986932024885,11.888924957154705, 107.47310845659405,10.262900941962931, 107.5377158154353,7.820279717221916, 121.54610945947123,7.9027482098720325, 121.56612656851573,9.549633067215648, 121.5900635240004,11.193448390730598)",COPERNICUS/S3/OLCI/S3B_20220112T021741_20220112T022041,1.64E+12,1.64E+12,1.64E+15,1,NT,10.98912368,"{""type"":""Polygon"",""coordinates"":[[[121.5900635240004,11.193448390730598],[121.61805625701764,12.837023917562085],[121.68670887952125,16.12331767267803],[121.77329456632667,19.408239808256166],[121.82388038368474,21.052964669529217],[114.37112380809705,21.10121853851834],[106.96836545798493,20.82487256273322],[107.11988846695273,18.38774828744128],[107.20853951364005,16.763969157366567],[107.28786442652068,15.139526158310353],[107.35820772884948,13.51448881977517],[107.41986932024885,11.888924957154703],[107.47310845659406,10.262900941962931],[107.5377158154353,7.820279717221916],[121.54610945947123,7.902748209872034],[121.56612656851573,9.54963306721565],[121.5900635240004,11.193448390730598]]]}"
S3B_20170113T015130_20170113T015430,S3B_20220113T015130_20220113T015431,45.64290029,29.78344243,11.13998591,S3B_OL_1_EFR____20220113T015130_20220113T015430_20220114T064301_0179_061_231_2700_LN1_O_NT_002,8.0.3,8.0.3,29,251.5806436,0,0,61,0,22,0,descending,4,-0.447673337,19368,EU,Land OLCI Processing and Archiving Centre [LN1],European Space Agency,Cloud Service Provider,OPE,PUG,3.39,1.64E+12,OL_1_EFR___,PASSED,231,87,1.00E-06,0.260774894,S3B,permanent,403677703,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(128.1171160371736,11.18178748339388, 128.14821768317879,12.820914393669682, 128.2244695554958,16.09826349123833, 128.320604250111,19.374162803452325, 128.3767552952092,21.014335104990455, 120.93973937073746,21.08702676375198, 113.54178257459213,20.83596686055529, 113.68453880323347,18.39938455664313, 113.7680679837792,16.776030003925793, 113.84281657728431,15.152057636991769, 113.90910923513259,13.527531517301451, 113.96722884817645,11.90251452059169, 114.01741945273713,10.277067973330363, 114.07834883834589,7.835365254310548, 128.06825838004016,7.8999529069862575, 128.09051305558273,9.542408008695995, 128.1171160371736,11.18178748339388)",COPERNICUS/S3/OLCI/S3B_20220113T015130_20220113T015430,1.64E+12,1.64E+12,1.64E+15,1,NT,12.5377666,"{""type"":""Polygon"",""coordinates"":[[[128.1171160371736,11.181787483393881],[128.14821768317879,12.820914393669682],[128.2244695554958,16.09826349123833],[128.320604250111,19.374162803452325],[128.3767552952092,21.014335104990455],[120.93973937073746,21.087026763751975],[113.54178257459213,20.83596686055529],[113.68453880323348,18.39938455664313],[113.76806798377922,16.776030003925793],[113.84281657728431,15.152057636991769],[113.90910923513259,13.52753151730145],[113.96722884817646,11.902514520591689],[114.01741945273714,10.277067973330364],[114.07834883834589,7.835365254310548],[128.06825838004016,7.899952906986259],[128.09051305558273,9.542408008695995],[128.1171160371736,11.181787483393881]]]}"
S3B_20170114T012520_20170114T012820,S3B_20220114T012520_20220114T012821,43.36787918,30.79142256,14.47697769,S3B_OL_1_EFR____20220114T012520_20220114T012820_20220115T060145_0179_061_245_2700_LN1_O_NT_002,8.0.3,8.0.3,33,180.20839,0,0,61,0,22,0,descending,4,-0.392060982,19382,EU,Land OLCI Processing and Archiving Centre [LN1],European Space Agency,Cloud Service Provider,OPE,PUG,3.39,1.64E+12,OL_1_EFR___,PASSED,245,94,0,0.2970001,S3B,permanent,415175463,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(134.6432564612584,11.167418771709944, 134.67743223606575,12.80201875137392, 134.761194761014,16.07026220997818, 134.86676225272188,19.33696959512686, 134.9284083791073,20.972501451363126, 127.50775563565692,21.069430340188003, 120.11529881685887,20.843610143602312, 120.24927450304017,18.40774473711401, 120.32767236744192,16.784927403111926, 120.39783479903467,15.161535630641247, 120.46006651387779,13.537628573107797, 120.51463309519902,11.9132639368243, 120.56176373211879,10.28849868692313, 120.61899613533457,7.847867427913896, 134.58954795347728,7.894602420909947, 134.61401661748224,9.532551972353517, 134.6432564612584,11.167418771709944)",COPERNICUS/S3/OLCI/S3B_20220114T012520_20220114T012820,1.64E+12,1.64E+12,1.64E+15,1,NT,11.16234925,"{""type"":""Polygon"",""coordinates"":[[[134.6432564612584,11.167418771709944],[134.67743223606575,12.802018751373918],[134.761194761014,16.07026220997818],[134.86676225272188,19.33696959512686],[134.9284083791073,20.972501451363126],[127.50775563565692,21.069430340188006],[120.1152988168589,20.843610143602312],[120.24927450304017,18.40774473711402],[120.32767236744192,16.784927403111922],[120.3978347990347,15.161535630641247],[120.46006651387779,13.537628573107797],[120.51463309519904,11.9132639368243],[120.56176373211879,10.28849868692313],[120.61899613533457,7.847867427913896],[134.58954795347728,7.894602420909947],[134.61401661748224,9.532551972353517],[134.6432564612584,11.167418771709944]]]}"
S3B_20170116T021357_20170116T021657,S3B_20220116T021357_20220116T021658,27.03788081,18.20583755,7.838001034,S3B_OL_1_EFR____20220116T021357_20220116T021657_20220117T061523_0179_061_274_2700_LN1_O_NT_002,8.0.3,8.0.3,16,214.70242,0,0,61,0,22,0,descending,4,-0.416441845,19411,EU,Land OLCI Processing and Archiving Centre [LN1],European Space Agency,Cloud Service Provider,OPE,PUG,3.39,1.64E+12,OL_1_EFR___,PASSED,274,92,0,0.32066211,S3B,permanent,339867857,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(122.49316097727196,11.173939537242681, 122.52647434234052,12.810080252447902, 122.60812998247015,16.08142018148377, 122.71105242593646,19.351248620281243, 122.77115828315742,20.988353707295023, 115.34565830316079,21.078400644387205, 107.95144953551642,20.845342146270486, 108.08797986489449,18.408897501945507, 108.16787057119467,16.78567713638585, 108.23936724170699,15.16186993370603, 108.30278053857144,13.537536424047493, 108.35838118805884,11.912735887895586, 108.40640279575274,10.287526430596737, 108.46471259083093,7.846214659139556, 122.44081329493856,7.898051793010264, 122.46466086405981,9.537536025665508, 122.49316097727196,11.173939537242681)",COPERNICUS/S3/OLCI/S3B_20220116T021357_20220116T021657,1.64E+12,1.64E+12,1.64E+15,0,NT,12.94565144,"{""type"":""Polygon"",""coordinates"":[[[122.49316097727196,11.17393953724268],[122.52647434234052,12.810080252447904],[122.60812998247015,16.081420181483775],[122.71105242593646,19.351248620281247],[122.77115828315742,20.988353707295023],[115.34565830316079,21.078400644387205],[107.95144953551642,20.84534214627049],[108.08797986489449,18.40889750194551],[108.16787057119467,16.78567713638585],[108.239367241707,15.16186993370603],[108.30278053857145,13.537536424047495],[108.35838118805884,11.912735887895586],[108.40640279575274,10.287526430596737],[108.46471259083094,7.846214659139554],[122.44081329493856,7.8980517930102625],[122.46466086405984,9.53753602566551],[122.49316097727196,11.17393953724268]]]}"
